Timestamp,Inquiries,PreviousInquiries,Salesperson,Product,AgeGroup,Gender,Country,ReferralSource,Continent,Hour,TargetInquiries,Sales,ForecastedSales,HttpMethod,StatusCode,Url,UserAgent,IPAddress,RequestSize
2025-01-01 23:00:00,6,1,Tshepo,AI-Chatbot,55+,Female,Australia,Partner,Oceania,23,5,22,22,POST,201,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.162.49,2447
2025-01-01 23:00:00,5,1,Naledi,AI-Vision,35-44,Female,South Africa,Direct,Africa,23,4,20,19,GET,500,/api/error,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.40.221,1264
2025-01-02 00:00:00,8,2,Kagiso,AI-Vision,18-24,Male,Nigeria,Website,Africa,0,5,31,31,POST,400,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.146.230,2513
2025-01-02 00:00:00,1,4,Tshepo,AI-Analytics,45-54,Other,Germany,Direct,Europe,0,2,8,8,GET,404,/api/error,Python-urllib/3.9,192.168.251.120,790
2025-01-02 01:00:00,6,3,Lerato,AI-Vision,55+,Other,UK,Partner,Europe,1,3,24,23,POST,201,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.180.220,1841
2025-01-02 02:00:00,7,2,Kagiso,AI-Analytics,55+,Female,UK,Direct,Europe,2,2,27,27,GET,500,/api/error,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.49.202,1471
2025-01-02 06:00:00,3,5,Kagiso,AI-Analytics,55+,Male,Kenya,Email Campaign,Africa,6,2,9,9,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.50.196,1671
2025-01-02 06:00:00,2,1,Lerato,AI-Automation,25-34,Male,Brazil,Email Campaign,South America,6,5,10,10,POST,201,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.148.91,1726
2025-01-02 07:00:00,11,5,Tshepo,AI-Automation,25-34,Male,Japan,Partner,Asia,7,3,40,39,POST,201,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.209.180,2321
2025-01-02 13:00:00,6,2,Naledi,AI-Vision,35-44,Other,Germany,Partner,Europe,13,12,24,24,PUT,200,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.239.15,1462
2025-01-02 16:00:00,4,6,Naledi,AI-Vision,55+,Male,Australia,Email Campaign,Oceania,16,7,17,18,POST,201,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.163.185,2727
2025-01-02 17:00:00,3,5,Tshepo,AI-Analytics,55+,Male,India,Partner,Asia,17,12,12,12,POST,400,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.147.1,1863
2025-01-02 17:00:00,2,7,Lerato,AI-Analytics,35-44,Other,USA,Email Campaign,North America,17,6,11,11,GET,200,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.199.98,752
2025-01-02 19:00:00,3,7,Kagiso,AI-Analytics,18-24,Male,Germany,Social Media,Europe,19,3,13,13,GET,200,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.162.200,651
2025-01-02 20:00:00,8,5,Naledi,AI-Vision,45-54,Female,USA,Direct,North America,20,2,31,30,GET,200,/api/inquiries,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.11.166,674
2025-01-02 22:00:00,3,4,Kagiso,AI-Vision,55+,Male,Kenya,Social Media,Africa,22,5,14,14,POST,201,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.46.189,2781
2025-01-02 22:00:00,5,7,Naledi,AI-Automation,18-24,Female,Germany,Website,Europe,22,2,17,16,POST,500,/api/error,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.114.70,1151
2025-01-03 00:00:00,2,5,Kagiso,AI-Vision,55+,Female,Brazil,Partner,South America,0,4,8,8,GET,200,/api/inquiries,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.61.12,790
2025-01-03 03:00:00,11,3,Tshepo,AI-Vision,45-54,Male,Brazil,Social Media,South America,3,3,38,40,PUT,400,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.156.243,1162
2025-01-03 04:00:00,4,8,Tshepo,AI-Chatbot,45-54,Female,UK,Partner,Europe,4,6,17,17,GET,404,/api/error,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.227.169,850
2025-01-03 05:00:00,5,3,Tshepo,AI-Analytics,55+,Female,Brazil,Email Campaign,South America,5,4,20,20,POST,404,/api/error,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.203.20,561
2025-01-03 06:00:00,9,6,Momphitisi,AI-Analytics,55+,Male,Australia,Website,Oceania,6,2,32,31,POST,500,/api/error,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.71.75,1108
2025-01-03 07:00:00,3,3,Naledi,AI-Chatbot,55+,Female,South Africa,Social Media,Africa,7,2,14,14,POST,201,/api/submit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",10.0.15.105,2100
2025-01-03 08:00:00,2,4,Momphitisi,AI-Vision,55+,Female,Germany,Direct,Europe,8,5,8,8,POST,201,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.37.234,2175
2025-01-03 08:00:00,3,1,Momphitisi,AI-Analytics,55+,Male,Germany,Social Media,Europe,8,3,11,11,GET,500,/api/error,curl/7.68.0,192.168.240.197,533
2025-01-03 10:00:00,6,3,Naledi,AI-Analytics,55+,Female,Brazil,Partner,South America,10,6,22,22,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.124.247,1347
2025-01-03 10:00:00,7,2,Lerato,AI-Vision,45-54,Other,Nigeria,Website,Africa,10,10,26,26,PUT,200,/api/update,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",172.16.185.149,1901
2025-01-03 13:00:00,6,6,Momphitisi,AI-Automation,25-34,Other,India,Social Media,Asia,13,4,23,23,GET,200,/api/inquiries,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.57.86,733
2025-01-03 13:00:00,5,9,Lerato,AI-Analytics,45-54,Female,South Africa,Partner,Africa,13,6,21,20,POST,201,/api/submit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",10.0.89.241,2980
2025-01-03 14:00:00,8,5,Lerato,AI-Automation,35-44,Male,Japan,Social Media,Asia,14,9,28,27,POST,500,/api/error,curl/7.68.0,192.168.123.90,1117
2025-01-03 18:00:00,10,3,Tshepo,AI-Chatbot,35-44,Female,India,Email Campaign,Asia,18,4,34,35,GET,404,/api/error,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.81.125,1357
2025-01-03 22:00:00,7,4,Naledi,AI-Chatbot,35-44,Other,Brazil,Website,South America,22,2,25,25,PUT,200,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.225.219,1949
2025-01-04 01:00:00,4,7,Tshepo,AI-Analytics,18-24,Other,UK,Direct,Europe,1,2,16,16,PUT,200,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.6.116,1583
2025-01-04 02:00:00,8,6,Kagiso,AI-Analytics,25-34,Male,South Africa,Direct,Africa,2,3,32,31,POST,500,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.75.149,1324
2025-01-04 02:00:00,5,4,Tshepo,AI-Chatbot,45-54,Male,Brazil,Website,South America,2,2,19,19,POST,201,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.244.237,2699
2025-01-04 03:00:00,1,6,Kagiso,AI-Chatbot,55+,Other,India,Social Media,Asia,3,3,11,11,GET,500,/api/error,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.142.46,1123
2025-01-04 03:00:00,2,2,Lerato,AI-Vision,25-34,Male,Brazil,Website,South America,3,2,9,9,GET,200,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.207.244,669
2025-01-04 08:00:00,5,4,Kagiso,AI-Analytics,18-24,Male,Brazil,Partner,South America,8,4,20,19,PUT,200,/api/update,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",172.16.61.100,1153
2025-01-04 11:00:00,4,0,Momphitisi,AI-Chatbot,25-34,Female,Kenya,Email Campaign,Africa,11,4,17,17,POST,500,/api/error,Python-urllib/3.9,192.168.246.89,1391
2025-01-04 11:00:00,3,4,Kagiso,AI-Automation,35-44,Male,Australia,Partner,Oceania,11,15,10,10,POST,400,/api/submit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",10.0.160.191,2818
2025-01-04 12:00:00,3,1,Naledi,AI-Chatbot,55+,Female,Nigeria,Social Media,Africa,12,12,11,11,POST,500,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.155.75,528
2025-01-04 12:00:00,4,5,Naledi,AI-Chatbot,45-54,Other,South Africa,Partner,Africa,12,6,18,19,POST,201,/api/submit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",10.0.155.31,1630
2025-01-04 14:00:00,8,3,Kagiso,AI-Vision,18-24,Female,Japan,Direct,Asia,14,7,29,30,GET,200,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.40.28,792
2025-01-04 17:00:00,2,3,Momphitisi,AI-Vision,25-34,Other,Germany,Website,Europe,17,4,11,11,GET,500,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.125.116,1316
2025-01-04 17:00:00,4,2,Lerato,AI-Automation,18-24,Other,Brazil,Website,South America,17,9,12,12,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.163.37,700
2025-01-04 19:00:00,5,2,Lerato,AI-Vision,18-24,Male,USA,Email Campaign,North America,19,4,16,15,POST,500,/api/error,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.175.115,1469
2025-01-04 23:00:00,3,3,Momphitisi,AI-Chatbot,45-54,Other,India,Partner,Asia,23,4,12,11,POST,201,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.50.168,1567
2025-01-05 01:00:00,7,1,Lerato,AI-Chatbot,18-24,Other,Australia,Email Campaign,Oceania,1,2,26,25,POST,201,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.155.48,2384
2025-01-05 02:00:00,4,1,Kagiso,AI-Automation,55+,Female,USA,Direct,North America,2,3,18,18,PUT,200,/api/update,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",172.16.87.80,1784
2025-01-05 02:00:00,6,3,Tshepo,AI-Automation,35-44,Female,UK,Partner,Europe,2,5,24,24,PUT,400,/api/update,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",172.16.253.83,1521
2025-01-05 03:00:00,3,7,Kagiso,AI-Chatbot,18-24,Other,Australia,Direct,Oceania,3,5,14,14,POST,400,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.189.74,2466
2025-01-05 06:00:00,2,3,Tshepo,AI-Automation,25-34,Male,South Africa,Website,Africa,6,5,12,12,PUT,400,/api/update,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",172.16.140.158,1254
2025-01-05 07:00:00,2,3,Lerato,AI-Chatbot,35-44,Other,Australia,Partner,Oceania,7,3,7,7,POST,201,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.213.137,2557
2025-01-05 07:00:00,7,7,Momphitisi,AI-Analytics,35-44,Female,Kenya,Website,Africa,7,2,25,24,POST,201,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.163.241,2527
2025-01-05 09:00:00,3,5,Kagiso,AI-Automation,35-44,Male,USA,Social Media,North America,9,10,15,15,POST,201,/api/submit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",10.0.243.101,2405
2025-01-05 09:00:00,6,6,Tshepo,AI-Analytics,55+,Male,UK,Direct,Europe,9,12,23,23,GET,200,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.107.79,774
2025-01-05 11:00:00,2,4,Lerato,AI-Automation,25-34,Male,South Africa,Partner,Africa,11,10,6,6,GET,500,/api/error,Python-urllib/3.9,192.168.138.252,916
2025-01-05 18:00:00,2,2,Momphitisi,AI-Automation,18-24,Female,India,Email Campaign,Asia,18,3,11,11,POST,201,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.145.153,2489
2025-01-05 19:00:00,8,2,Tshepo,AI-Analytics,55+,Other,Germany,Partner,Europe,19,3,31,32,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.226.99,740
2025-01-05 20:00:00,4,6,Momphitisi,AI-Automation,35-44,Other,USA,Social Media,North America,20,0,18,19,GET,200,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.249.153,410
2025-01-05 21:00:00,6,3,Lerato,AI-Automation,35-44,Male,Germany,Direct,Europe,21,7,20,19,POST,500,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.99.55,1051
2025-01-05 22:00:00,7,6,Momphitisi,AI-Vision,35-44,Male,Kenya,Email Campaign,Africa,22,3,28,27,GET,404,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.249.3,1468
2025-01-06 02:00:00,2,5,Lerato,AI-Chatbot,25-34,Other,UK,Social Media,Europe,2,2,11,10,PUT,200,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.132.130,1994
2025-01-06 05:00:00,6,6,Tshepo,AI-Chatbot,55+,Female,Brazil,Email Campaign,South America,5,4,20,19,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.110.225,1756
2025-01-06 06:00:00,9,5,Naledi,AI-Automation,25-34,Male,Japan,Social Media,Asia,6,5,27,26,GET,500,/api/error,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.141.189,1154
2025-01-06 08:00:00,7,3,Naledi,AI-Chatbot,35-44,Female,South Africa,Social Media,Africa,8,2,26,25,PUT,200,/api/update,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",172.16.2.206,1402
2025-01-06 08:00:00,6,6,Naledi,AI-Chatbot,35-44,Other,Brazil,Website,South America,8,1,21,21,POST,400,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.102.45,2707
2025-01-06 11:00:00,2,4,Momphitisi,AI-Chatbot,55+,Male,Brazil,Social Media,South America,11,10,14,14,PUT,200,/api/update,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",172.16.218.195,1024
2025-01-06 11:00:00,3,6,Lerato,AI-Vision,18-24,Male,Australia,Social Media,Oceania,11,10,12,12,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.166.245,1248
2025-01-06 11:00:00,5,2,Lerato,AI-Analytics,25-34,Male,Nigeria,Social Media,Africa,11,12,19,19,GET,404,/api/error,curl/7.68.0,192.168.127.143,899
2025-01-06 12:00:00,4,4,Kagiso,AI-Vision,18-24,Male,Kenya,Partner,Africa,12,15,14,14,PUT,200,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.161.230,1362
2025-01-06 14:00:00,4,0,Momphitisi,AI-Vision,35-44,Female,Nigeria,Social Media,Africa,14,13,14,15,GET,404,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.71.233,481
2025-01-06 20:00:00,3,6,Momphitisi,AI-Vision,45-54,Other,Nigeria,Email Campaign,Africa,20,0,11,11,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.106.131,1721
2025-01-06 20:00:00,9,2,Tshepo,AI-Automation,18-24,Female,UK,Direct,Europe,20,1,29,29,GET,500,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.235.185,979
2025-01-06 21:00:00,6,4,Naledi,AI-Analytics,35-44,Female,USA,Direct,North America,21,3,24,25,POST,500,/api/error,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.166.211,637
